customer_id,age,birth_date,price,email,phone,start_date,end_date,valid_age,valid_price,valid_date,valid_customer_id,valid_email,valid_email_format,valid_phone,valid_date_order,passes_all_checks
CUST-10084,61,1964-10-07,148.11,user_84@example.com,8132482294,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10085,51,1974-01-23,67.9,user_85@example.com,9733399086,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10086,27,1998-05-19,351.4,user_86@example.com,6735786363,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10087,53,1972-03-04,318.18,user_87@example.com,8764401699,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10088,31,1994-12-18,439.96,user_88@example.com,8658665778,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10089,48,1977-02-01,370.18,user_89@example.com,8946770499,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10090,65,1960-05-20,403.71,user_90@example.com,6536466133,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10091,32,1993-11-10,148.2,user_91@example.com,8535599137,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10092,25,2000-02-03,96.95,user_92@example.com,7604021955,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10093,31,1994-07-23,377.8,user_93@example.com,9199148148,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10094,40,1985-12-20,405.35,user_94@example.com,9830556909,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10095,74,1951-05-05,495.35,user_95@example.com,8871401372,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10096,57,1968-06-09,212.18,user_96@example.com,8238556571,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10097,38,1987-02-21,192.29,user_97@example.com,8447600519,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10098,33,1992-12-03,390.44,user_98@example.com,9484942185,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10099,62,1963-04-26,176.99,user_99@example.com,9743837953,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10100,35,1990-06-12,466.07,user_100@example.com,6802438019,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10101,64,1961-08-17,430.62,user_101@example.com,7623496792,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10102,70,1955-10-24,220.21,user_102@example.com,7878030538,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10103,41,1984-11-14,377.93,user_103@example.com,8877895262,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10104,43,1982-07-17,379.73,user_104@example.com,9879271753,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10105,42,1983-02-19,60.53,user_105@example.com,8208075916,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10106,62,1963-01-14,452.25,user_106@example.com,8997846854,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10107,58,1967-09-08,257.57,user_107@example.com,8559032887,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10108,46,1979-02-13,414.96,user_108@example.com,6389103785,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10109,32,1993-09-07,166.82,user_109@example.com,6128186921,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10110,62,1963-09-22,448.81,user_110@example.com,9849589587,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10111,18,2007-06-11,200.71,user_111@example.com,9473829493,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10112,42,1983-04-26,15.31,user_112@example.com,8382388277,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10113,24,2001-10-13,453.64,user_113@example.com,6630470059,2025-02-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10114,26,1999-02-23,54.73,user_114@example.com,9213813164,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10115,41,1984-05-11,166.46,user_115@example.com,7582343470,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10116,18,2007-06-18,475.53,user_116@example.com,8111098252,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10117,61,1964-05-10,475.8,user_117@example.com,8692641941,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10118,25,2000-04-09,290.98,user_118@example.com,7165176852,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10119,41,1984-06-02,319.6,user_119@example.com,7501745115,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10120,28,1997-01-05,229.74,user_120@example.com,6287878425,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10121,68,1957-09-06,153.67,user_121@example.com,6729667598,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10122,34,1991-10-12,171.05,user_122@example.com,7850646231,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10123,25,2000-07-21,339.53,user_123@example.com,7575764344,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10124,52,1973-10-22,378.66,user_124@example.com,6769547177,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10125,52,1973-05-27,397.87,user_125@example.com,9185661847,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10126,50,1975-09-06,396.91,user_126@example.com,9343254320,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10127,22,2003-11-08,54.69,user_127@example.com,7124245082,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10128,59,1966-02-12,252.27,user_128@example.com,6323598147,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10129,56,1969-09-21,38.2,user_129@example.com,7411876114,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10130,58,1967-07-10,279.27,user_130@example.com,9846200123,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10131,45,1980-01-26,226.35,user_131@example.com,8819621321,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10132,24,2001-05-26,444.98,user_132@example.com,6510321041,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10133,26,1999-02-22,181.95,user_133@example.com,8631971747,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10134,25,2000-11-01,67.36,user_134@example.com,7966585568,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10135,29,1996-03-21,80.07,user_135@example.com,8471980529,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10136,51,1974-04-19,383.14,user_136@example.com,6821615534,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10137,50,1975-10-21,312.93,user_137@example.com,6612216171,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10138,65,1960-11-08,59.55,user_138@example.com,7251861908,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10139,72,1953-11-04,51.21,user_139@example.com,6866419605,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10140,40,1985-01-27,353.47,user_140@example.com,9367455268,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10141,41,1984-07-08,45.65,user_141@example.com,8559965403,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10142,54,1971-03-22,412.71,user_142@example.com,8300563871,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10143,52,1973-02-23,356.06,user_143@example.com,8129565896,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10144,61,1964-08-22,49.86,user_144@example.com,7667002188,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10145,57,1968-06-05,51.57,user_145@example.com,6351060664,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10146,39,1986-08-01,493.45,user_146@example.com,7708916376,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10147,44,1981-10-04,193.39,user_147@example.com,7205399615,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10148,52,1973-04-19,191.61,user_148@example.com,8516813318,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10149,18,2007-03-20,408.27,user_149@example.com,6855232401,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10150,52,1973-11-17,474.15,user_150@example.com,8927713065,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10151,54,1971-11-13,493.14,user_151@example.com,7940915580,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10152,64,1961-11-02,379.16,user_152@example.com,8926506992,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10153,31,1994-09-26,194.37,user_153@example.com,8491228695,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10154,20,2005-02-21,50.92,user_154@example.com,9395094573,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10155,18,2007-09-09,390.8,user_155@example.com,8543323971,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10156,22,2003-08-17,283.62,user_156@example.com,7474637669,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10157,43,1982-01-25,217.87,user_157@example.com,7767973919,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10158,72,1953-11-08,454.11,user_158@example.com,8197163884,2025-04-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10159,31,1994-10-25,64.49,user_159@example.com,7163975459,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10160,56,1969-07-03,251.39,user_160@example.com,9724015076,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10161,44,1981-03-18,15.56,user_161@example.com,6511246243,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10162,26,1999-05-12,239.64,user_162@example.com,8749347144,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10163,32,1993-12-19,37.59,user_163@example.com,9602322528,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10164,32,1993-06-02,68.22,user_164@example.com,8501839173,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10165,43,1982-12-19,67.59,user_165@example.com,6603180262,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10166,59,1966-05-12,328.11,user_166@example.com,9926394380,2025-04-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10167,30,1995-11-27,375.56,user_167@example.com,6451599419,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10168,68,1957-01-17,295.85,user_168@example.com,7828437691,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10169,49,1976-10-25,481.46,user_169@example.com,6400353963,2025-02-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10170,56,1969-07-17,193.69,user_170@example.com,8702017951,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10171,66,1959-12-16,150.0,user_171@example.com,6190827527,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10172,69,1956-08-19,435.61,user_172@example.com,7498624455,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10173,49,1976-08-21,119.56,user_173@example.com,7873660738,2025-03-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10174,21,2004-01-23,481.98,user_174@example.com,7419261052,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10175,47,1978-05-22,15.96,user_175@example.com,7456490498,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10176,54,1971-06-08,485.24,user_176@example.com,7827940933,2025-01-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10177,40,1985-09-18,31.15,user_177@example.com,7651802027,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10178,56,1969-09-12,446.66,user_178@example.com,7585091941,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10179,62,1963-11-26,268.57,user_179@example.com,6943326934,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10180,32,1993-09-13,496.55,user_180@example.com,7458928499,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10181,60,1965-10-15,46.16,user_181@example.com,9445637525,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10182,46,1979-10-16,281.39,user_182@example.com,9481253049,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10183,53,1972-07-17,484.96,user_183@example.com,9852920396,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10184,30,1995-07-26,266.32,user_184@example.com,6916064798,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10185,49,1976-05-22,318.41,user_185@example.com,8963003640,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10186,24,2001-10-07,350.92,user_186@example.com,8253878735,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10187,68,1957-05-07,232.73,user_187@example.com,7515222205,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10188,39,1986-09-19,317.5,user_188@example.com,7960586616,2025-01-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10189,45,1980-08-18,296.31,user_189@example.com,8126471311,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10190,19,2006-11-23,451.57,user_190@example.com,9519066512,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10191,59,1966-02-20,32.27,user_191@example.com,9808290443,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10192,62,1963-07-03,147.67,user_192@example.com,9295206099,2025-05-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10193,74,1951-02-27,475.7,user_193@example.com,8860972943,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10194,70,1955-10-07,446.23,user_194@example.com,7614661654,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10195,23,2002-01-14,233.27,user_195@example.com,9754621799,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10196,45,1980-08-03,313.86,user_196@example.com,7860213351,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10197,45,1980-12-13,145.92,user_197@example.com,9271614571,2025-03-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10198,61,1964-02-03,102.18,user_198@example.com,6495279992,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10199,61,1964-05-11,237.21,user_199@example.com,7190013844,2025-05-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10200,37,1988-08-26,183.14,user_200@example.com,9630796485,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10201,47,1978-07-23,295.99,user_201@example.com,7482786513,2025-03-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10202,28,1997-12-07,48.09,user_202@example.com,9122636262,2025-01-01,2025-07-01,True,True,True,True,True,True,True,True,True
CUST-10203,72,1953-08-17,487.45,user_203@example.com,9648525216,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10204,45,1980-04-22,493.24,user_204@example.com,6426707983,2025-01-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10205,42,1983-09-13,352.1,user_205@example.com,9237559589,2025-04-01,2025-08-01,True,True,True,True,True,True,True,True,True
CUST-10206,56,1969-02-01,272.69,user_206@example.com,9996551649,2025-02-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10207,50,1975-10-12,161.67,user_207@example.com,6255307661,2025-02-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10208,18,2007-02-23,408.76,user_208@example.com,9328184544,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
CUST-10209,74,1951-03-10,345.52,user_209@example.com,8156318065,2025-03-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10210,44,1981-02-27,89.68,user_210@example.com,6573032257,2025-05-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10211,74,1951-07-13,456.35,user_211@example.com,6476422740,2025-04-01,2025-06-01,True,True,True,True,True,True,True,True,True
CUST-10212,69,1956-02-03,413.04,user_212@example.com,7902977754,2025-05-01,2025-09-01,True,True,True,True,True,True,True,True,True
